id,name,type,cmc,year,id_white,id_blue,id_black,id_red,id_green,standard_legal,commander_legal,modern_legal,pioneer_legal,legacy_legal,pauper_legal,reserved,reprint,rarity,edhrec_rank,power,toughness
d0f34166-8946-4bcc-84af-3540c42ac7f7,Merfolk Raiders,Creature — Merfolk Soldier,2.0,1996,False,True,False,False,False,False,True,False,False,True,True,False,False,common,17732.0,2,3
a0d09164-f53f-4f80-8166-8faeacaff418,Morphling,Creature — Shapeshifter,5.0,2014,False,True,False,False,False,False,True,False,False,True,False,True,True,mythic,6196.0,3,3
e5f0feef-1a71-4c8c-9fd1-f5cbe718a988,Gleam of Battle,Enchantment,6.0,2013,True,False,False,True,False,False,True,True,True,True,False,False,False,uncommon,6076.0,-1,-1
efadce19-07f4-47af-abc0-a436bafcdd65,Spell Snuff,Instant,3.0,2019,False,True,False,False,False,False,True,True,False,True,True,False,False,common,7907.0,-1,-1
3c9289dd-f1a3-4be5-8ed1-4b4dd4e97743,Subterranean Scout,Creature — Goblin Scout,2.0,2015,False,False,False,True,False,False,True,True,True,True,True,False,False,common,14541.0,2,1
21a815ed-c8b4-4414-8b27-ea612e2977e2,Cooperation,Enchantment — Aura,3.0,1995,True,False,False,False,False,False,True,False,False,True,True,False,False,common,16093.0,-1,-1
a8151510-2445-4244-b851-ab332b908170,Mine Bearer,Creature — Human Soldier,3.0,2000,True,False,False,False,False,False,True,False,False,True,True,False,False,common,15087.0,1,1
f9358d5d-726e-43e0-a58e-4cfe7c755913,Wishful Merfolk,Creature — Merfolk,2.0,2019,False,True,False,False,False,True,True,True,True,True,True,False,False,common,16898.0,3,2
aab8841f-5c6f-47fc-91c9-acf3c84b7313,Boltwing Marauder,Creature — Dragon,5.0,2015,False,False,True,True,False,False,True,True,True,True,False,False,False,rare,6774.0,5,4
c8a47d41-b893-46b9-90c9-ccd8f9f78855,Snapping Thragg,Creature — Beast,5.0,2002,False,False,False,True,False,False,True,False,False,True,False,False,False,uncommon,19038.0,3,3
f9ca9c16-5720-4531-88ea-48b48d189479,Frenzied Rage,Enchantment — Aura,2.0,2018,False,False,False,True,False,False,True,True,True,True,True,False,False,common,8067.0,-1,-1
61e9c6df-1c84-4eab-9076-a4feb6347c10,Mental Misstep,Instant,1.0,2011,False,True,False,False,False,False,True,False,False,False,False,False,False,uncommon,655.0,-1,-1
e315c1c2-436e-48ff-9214-938697178393,Ancient Runes,Enchantment,3.0,1997,False,False,False,True,False,False,True,False,False,True,False,False,False,uncommon,9054.0,-1,-1
0013620d-8e17-4246-86bf-71eafd51b806,Invisible Stalker,Creature — Human Rogue,2.0,2011,False,True,False,False,False,False,True,True,False,True,False,False,False,uncommon,1585.0,1,1
8fb20f32-cdfa-43e3-8dbe-339bb03c0a00,Scarland Thrinax,Creature — Lizard,3.0,2013,False,False,True,True,True,False,True,True,False,True,False,False,True,uncommon,8447.0,2,2
f247aaaf-4d65-4dfc-bab2-3c1331762647,Exploding Borders,Sorcery,4.0,2009,False,False,False,True,True,False,True,True,False,True,True,False,False,common,11265.0,-1,-1
c89eed52-aa5b-4a59-9bc6-cea65e504deb,Aether Snap,Sorcery,5.0,2014,False,False,True,False,False,False,True,True,False,True,False,False,True,rare,7455.0,-1,-1
583741a1-0faf-4fb3-8536-b9b1cc8a3b6f,Voidstone Gargoyle,Creature — Gargoyle,5.0,2007,True,False,False,False,False,False,True,True,False,True,False,False,False,rare,11474.0,3,3
0fb714a0-e61b-4ccf-8de6-3a6bf87c8315,Gravedigger,Creature — Zombie,4.0,2019,False,False,True,False,False,True,True,True,True,True,True,False,True,uncommon,2515.0,2,2
6f4bcadd-7eff-4294-94d5-52482a734d5b,Hope of Ghirapur,Legendary Artifact Creature — Thopter,1.0,2017,False,False,False,False,False,False,True,True,True,True,False,False,False,rare,1598.0,1,1
869fee23-df75-448d-9fca-6ba6713d459f,Vexing Gull,Creature — Bird,3.0,2020,False,True,False,False,False,True,True,True,True,True,True,False,False,common,17626.0,2,2
2db7a0e6-eea5-4fa6-ac14-401411b106cc,Unmask,Sorcery,4.0,1999,False,False,True,False,False,False,True,False,False,True,False,False,False,rare,9553.0,-1,-1
c165b61b-3cd5-4035-a9d3-1c03289ae5ba,Phyrexian Portal,Artifact,3.0,2008,False,False,False,False,False,False,True,False,False,True,False,True,True,rare,14441.0,-1,-1
ee38eeae-918b-4d19-b37a-175ac5db37a4,Glade Gnarr,Creature — Beast,6.0,2001,False,False,False,False,True,False,True,False,False,True,True,False,False,common,19127.0,4,4
25e6129a-fa5c-4e27-a4d4-cbde7392164b,Soratami Cloud Chariot,Artifact,5.0,2005,False,False,False,False,False,False,True,True,False,True,False,False,False,uncommon,15528.0,-1,-1
0f97cdf4-231d-4bd0-af5e-bcb64ce1556c,Growth-Chamber Guardian,Creature — Elf Crab Warrior,2.0,2019,False,False,False,False,True,True,True,True,True,True,False,False,False,rare,13999.0,2,2
0b09315c-d6ff-4fdb-8774-c6402b45e959,Risky Move,Enchantment,6.0,2002,False,False,False,True,False,False,True,False,False,True,False,False,False,rare,5350.0,-1,-1
0084ba4e-98eb-4eb4-b23e-c5ab4d7d95cb,Refresh,Instant,3.0,2001,False,False,False,False,True,False,True,False,False,True,True,False,False,common,14933.0,-1,-1
4203df15-dd44-496b-889a-d7a8fe320330,Armament of Nyx,Enchantment — Aura,3.0,2014,True,False,False,False,False,False,True,True,True,True,True,False,False,common,12912.0,-1,-1
24a07cdc-8335-45da-9ae2-3052193663ef,Second Sight,Instant,3.0,2004,False,True,False,False,False,False,True,True,False,True,False,False,False,uncommon,13022.0,-1,-1
a7af8350-9a51-437c-a55e-19f3e07acfa9,Angelfire Crusader,Creature — Human Soldier Knight,4.0,2001,True,False,False,True,False,False,True,False,False,True,True,False,False,common,19281.0,2,3
997c56c7-c625-4209-b4b6-d274dee2db48,Possessed Aven,Creature — Bird Soldier Horror,4.0,2002,False,True,True,False,False,False,True,False,False,True,False,False,False,rare,18575.0,3,3
43435939-20cf-49c9-8e37-63681740399b,Hamlet Captain,Creature — Human Warrior,2.0,2016,False,False,False,False,True,False,True,True,True,True,False,False,True,uncommon,8180.0,2,2
aadc1809-d6bb-455c-b6ce-dd11521808b6,Memory Drain,Instant,4.0,2020,False,True,False,False,False,True,True,True,True,True,True,False,False,common,11276.0,-1,-1
b781cbcf-dbba-41c1-be02-2396b824a217,Molting Snakeskin,Enchantment — Aura,1.0,2014,False,False,True,False,False,False,True,True,True,True,True,False,False,common,13100.0,-1,-1
dbee1daa-b4ba-49ee-bed1-e70fa09942a2,Spear Spewer,Creature — Goblin Warrior,1.0,2019,False,False,False,True,False,True,True,True,True,True,True,False,False,common,4334.0,0,2
ca4d9198-52a7-4dfe-8f7f-4fa6e19a2479,Scoria Elemental,Creature — Elemental,5.0,2010,False,False,False,True,False,False,True,True,False,True,True,False,False,common,18803.0,6,1
b665e905-cb06-48b7-9f50-5916277e237d,Netherborn Phalanx,Creature — Horror,6.0,2005,False,False,True,False,False,False,True,True,False,True,False,False,False,uncommon,5717.0,2,4
549089f4-1359-49c3-9560-6fe49d1598d0,Liliana's Specter,Creature — Specter,3.0,2016,False,False,True,False,False,False,True,True,False,True,True,False,True,common,4148.0,2,1
31c830a1-5b93-493f-9976-af950f6ec70a,Ashnod's Transmogrant,Artifact,1.0,2007,False,False,False,False,False,False,True,False,False,True,True,False,True,common,11196.0,-1,-1
3a3bae04-6da2-485d-812e-ea2f7e45a9f3,Apocalypse Hydra,Creature — Hydra,2.0,2018,False,False,False,True,True,False,True,True,False,True,False,False,True,rare,3383.0,0,0
068943d2-c456-42a3-8088-3e4923bf6d74,Kor Line-Slinger,Creature — Kor Scout,2.0,2010,True,False,False,False,False,False,True,True,False,True,True,False,False,common,17418.0,0,1
c513f51b-a0db-4c08-8acc-1e91060b93b7,Tainted Pact,Instant,2.0,2001,False,False,True,False,False,False,True,False,False,True,False,False,False,rare,1855.0,-1,-1
3d73681d-189f-4331-ac4b-e7e1541023ee,Thunderstaff,Artifact,3.0,2017,False,False,False,False,False,False,True,True,False,True,False,False,True,uncommon,7757.0,-1,-1
1692c11b-018e-47bf-b38d-3c3e6b79b37c,"Tahngarth, First Mate",Legendary Creature — Minotaur Warrior,4.0,2019,False,False,False,True,True,False,True,False,False,True,False,False,False,rare,5530.0,5,5
54f71f8a-546a-465e-a254-09a3ae873ef4,Glimmerbell,Creature — Elemental Jellyfish,2.0,2020,False,True,False,False,False,True,True,True,True,True,True,False,False,common,19558.0,1,3
b3fd4ccb-e632-4fa0-8e36-6103806f020c,Patrol Signaler,Creature — Kithkin Soldier,2.0,2008,True,False,False,False,False,False,True,True,False,True,False,False,False,uncommon,10409.0,1,1
071ca80b-62b4-40e6-81c6-fc5bd9019354,Guardian Angel,Instant,1.0,1994,True,False,False,False,False,False,True,False,False,True,True,False,True,common,18529.0,-1,-1
74f92174-f38f-4623-a5f7-f5be7f7dcc9d,Acrobatic Maneuver,Instant,3.0,2016,True,False,False,False,False,False,True,True,True,True,True,False,False,common,3649.0,-1,-1
5f53ab12-7c16-43b1-b9f9-a5e523cf431b,Noble Stand,Enchantment,5.0,2000,True,False,False,False,False,False,True,False,False,True,False,False,False,uncommon,16033.0,-1,-1
54e4017b-51b1-47b0-90a6-47d680bac963,Living Hive,Creature — Elemental Insect,8.0,2009,False,False,False,False,True,False,True,True,False,True,False,False,True,rare,6957.0,6,6
2efa2579-c048-4506-babc-ec1c29bb99a8,Carrion Rats,Creature — Rat,1.0,2002,False,False,True,False,False,False,True,False,False,True,True,False,False,common,13081.0,2,1
235bbf86-02ad-497b-b698-e60930bbde9c,Dakkon Blackblade,Legendary Creature — Human Warrior,6.0,2007,True,True,True,False,False,False,True,False,False,True,False,False,True,rare,9099.0,*,*
132af2c2-2bae-4c05-9d61-a5777818a057,Aura Barbs,Instant — Arcane,3.0,2005,False,False,False,True,False,False,True,True,False,True,False,False,False,uncommon,13796.0,-1,-1
ec0c49ab-da04-4461-8440-d6c9086443c6,Ornamental Courage,Instant,1.0,2016,False,False,False,False,True,False,True,True,True,True,True,False,False,common,10003.0,-1,-1
66d46b81-3131-4561-beca-ccf4a0973610,Wall of Limbs,Creature — Zombie Wall,3.0,2014,False,False,True,False,False,False,True,True,True,True,False,False,False,uncommon,8351.0,0,3
133b367c-b1a1-46f7-a539-a33ee655affb,Scale of Chiss-Goria,Artifact,3.0,2003,False,False,False,False,False,False,True,True,False,True,True,False,False,common,9570.0,-1,-1
d1cbd617-9f2e-4882-b8f0-dfc2fced2281,Burst of Strength,Instant,1.0,2013,False,False,False,False,True,False,True,True,True,True,True,False,False,common,7784.0,-1,-1
d247bd88-9593-462c-8f9e-28e29c064c10,Supply Caravan,Creature — Camel,5.0,2017,True,False,False,False,False,False,True,True,True,True,True,False,False,common,17310.0,3,5
8789ef9e-f68c-4ff0-8621-47678038131b,Unexpected Potential,Conspiracy,0.0,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,uncommon,20000.0,-1,-1
9a0d3142-4224-4b51-885d-33c8938418c1,Grand Melee,Enchantment,4.0,2002,False,False,False,True,False,False,True,False,False,True,False,False,False,rare,5680.0,-1,-1
3dafece7-c3a0-465b-84c2-e095890a7a8b,Kathari Bomber,Creature — Bird Shaman,3.0,2017,False,False,True,True,False,False,True,True,False,True,True,False,True,common,11685.0,2,2
4d6cce01-a0cb-4059-a0ad-fbf7d9b998b8,Felhide Petrifier,Creature — Minotaur Warrior,3.0,2014,False,False,True,False,False,False,True,True,True,True,False,False,False,uncommon,7823.0,2,3
d06852b5-45dd-4351-a788-558e78d58126,Assassin's Strike,Sorcery,6.0,2018,False,False,True,False,False,False,True,True,True,True,False,False,True,uncommon,13586.0,-1,-1
425f5d1b-9989-4fd1-88e2-6c3108aefa0b,Galerider Sliver,Creature — Sliver,1.0,2013,False,True,False,False,False,False,True,True,True,True,False,False,False,rare,2894.0,1,1
dd9dc5af-0fc9-4e2a-9980-180459eeba07,Kor Aeronaut,Creature — Kor Soldier,2.0,2010,True,False,False,False,False,False,True,True,False,True,False,False,True,uncommon,15910.0,2,2
edad0276-45d1-45e5-a6b1-1cd2a99b4f2c,Traveling Philosopher,Creature — Human Advisor,2.0,2013,True,False,False,False,False,False,True,True,True,True,True,False,False,common,17168.0,2,2
1a5ae3f5-5466-4058-a2cd-1a036cb38a8e,Grim Roustabout,Creature — Skeleton Warrior,2.0,2012,False,False,True,False,False,False,True,True,True,True,True,False,False,common,11302.0,1,1
68a69558-aca0-413d-9762-2fa115b44abd,Gnarlback Rhino,Creature — Rhino,4.0,2019,False,False,False,False,True,True,True,True,True,True,False,False,False,uncommon,12000.0,4,4
d824f8bd-58f8-4796-80b5-5cd3033d35e8,The Birth of Meletis,Enchantment — Saga,2.0,2020,True,False,False,False,False,True,True,True,True,True,False,False,False,uncommon,7043.0,-1,-1
d7440288-6c55-4502-bf20-3c5b50a2de5a,Burden of Guilt,Enchantment — Aura,1.0,2012,True,False,False,False,False,False,True,True,False,True,True,False,False,common,15388.0,-1,-1
494c32ef-6fce-4330-9e34-a68497ae865e,Saheeli's Directive,Sorcery,3.0,2018,False,False,False,True,False,False,True,False,False,True,False,False,False,rare,2794.0,-1,-1
f87489f2-82b7-4be6-80ae-3d5955d5ed92,Hazy Homunculus,Creature — Homunculus Illusion,2.0,2000,False,True,False,False,False,False,True,False,False,True,True,False,False,common,17546.0,1,1
60f005ae-fca1-4a48-84a3-4b217ac879ce,Thran Weaponry,Artifact,4.0,1999,False,False,False,False,False,False,True,False,False,True,False,False,False,rare,18279.0,-1,-1
bba50e47-2417-447f-b334-50ef0faecfae,Hunger of the Nim,Sorcery,2.0,2004,False,False,True,False,False,False,True,True,False,True,True,False,False,common,17238.0,-1,-1
849c79ad-8bfc-4512-ab41-f213b6b285ab,Gideon's Sacrifice,Instant,1.0,2019,True,False,False,False,False,True,True,True,True,True,True,False,False,common,7106.0,-1,-1
ac7bb326-a07a-448c-a962-b9d3acc9d5b8,Thalakos Drifters,Creature — Thalakos,4.0,2015,False,True,False,False,False,False,True,False,False,True,False,False,True,uncommon,18277.0,3,3
6a7a9110-6aea-460b-91fa-5f8a507160e7,Goldmeadow Stalwart,Creature — Kithkin Soldier,1.0,2007,True,False,False,False,False,False,True,True,False,True,False,False,False,uncommon,14804.0,2,2
ff8c4bff-d37a-44b0-958f-91f4de6745c9,Oran-Rief Hydra,Creature — Hydra,6.0,2017,False,False,False,False,True,False,True,True,True,True,False,False,True,rare,1889.0,5,5
5a3aa1ce-8757-4541-8ac7-1e7e203b60fc,Darksteel Colossus,Artifact Creature — Golem,11.0,2009,False,False,False,False,False,False,True,True,False,True,False,False,True,mythic,2960.0,11,11
d30d6df7-6199-4b06-9d45-785ee1e2ed3b,Catacomb Slug,Creature — Slug,5.0,2015,False,False,True,False,False,False,True,True,True,True,True,False,True,common,17354.0,2,6
026aaea6-ed4f-4505-9779-7c28ff6c2284,Veteran Armorer,Creature — Human Soldier,2.0,2013,True,False,False,False,False,False,True,True,False,True,True,False,True,common,10771.0,2,2
4afda489-8397-4ad4-89dc-e8bad92db133,Ferocity,Enchantment — Aura,2.0,1999,False,False,False,False,True,False,True,False,False,True,True,False,False,common,11824.0,-1,-1
ec66b814-9c47-4d17-8c02-1d9be565c76c,Keldon Overseer,Creature — Human Warrior,3.0,2018,False,False,False,True,False,False,True,True,True,True,True,False,False,common,8230.0,3,1
13e2658d-28d7-4e22-ad44-03ab92ff666d,Tidal Force,Creature — Elemental,8.0,2013,False,True,False,False,False,False,True,False,False,True,False,False,False,rare,7026.0,7,7
42e1e595-4000-4c89-a2cd-dbaec25baa71,Grasp of Fate,Enchantment,3.0,2015,True,False,False,False,False,False,True,False,False,True,False,False,False,rare,1033.0,-1,-1
7e2825f5-8112-4108-910a-4303b2d57356,Wooden Stake,Artifact — Equipment,2.0,2011,False,False,False,False,False,False,True,True,False,True,True,False,False,common,16278.0,-1,-1
c0a36448-ca96-4c10-baf9-89c248c3510b,Hedron Rover,Artifact Creature — Construct,4.0,2010,False,False,False,False,False,False,True,True,False,True,True,False,False,common,14575.0,2,2
0ffbb50e-76ca-4bfd-b6d1-95ab8cf3bbf8,Gruesome Scourger,Creature — Orc Warrior,5.0,2019,False,False,True,False,False,True,True,True,True,True,False,False,False,uncommon,12778.0,3,3
d61748dd-4010-47da-8717-ca0147877057,Winnow,Instant,2.0,2000,True,False,False,False,False,False,True,False,False,True,False,False,False,rare,15472.0,-1,-1
ab09d6d7-e2f0-4e78-a9a3-ac37f02f4096,Sentry Oak,Creature — Treefolk Warrior,5.0,2007,True,False,False,False,False,False,True,True,False,True,False,False,False,uncommon,14683.0,3,5
3c57438b-59d4-4040-b2bf-1eea33318761,Golgari Rot Farm,Land,0.0,2019,False,False,True,False,True,False,True,True,False,True,True,False,True,uncommon,168.0,-1,-1
722b1e02-2268-4e02-8d09-9b337da2a844,Vial Smasher the Fierce,Legendary Creature — Goblin Berserker,3.0,2016,False,False,True,True,False,False,True,False,False,True,False,False,False,mythic,3864.0,2,3
468534eb-b6fb-4141-9260-c0c7b43480b9,Preyseizer Dragon,Creature — Dragon,6.0,2016,False,False,False,True,False,False,True,False,False,True,False,False,True,rare,7836.0,4,4
5d6b5054-2224-4f68-9d82-3ed17c5dacc4,Dovin's Veto,Instant,2.0,2019,True,True,False,False,False,True,True,True,True,True,False,False,False,uncommon,360.0,-1,-1
19e9c9a2-4c5b-4518-a127-e4ffb23437d6,Nimbus Naiad,Enchantment Creature — Nymph,3.0,2013,False,True,False,False,False,False,True,True,True,True,True,False,False,common,9967.0,2,2
d15e5505-74ad-4540-8b23-ab5e5add9227,Ghosts of the Damned,Creature — Spirit,3.0,2009,False,False,True,False,False,False,True,False,False,True,True,False,True,common,16212.0,0,2
336dc11b-b16f-45da-a419-7f2751923df7,Pristine Talisman,Artifact,3.0,2018,False,False,False,False,False,False,True,True,False,True,True,False,True,common,799.0,-1,-1
254bb847-4032-425f-bdea-a8b1ddbd65cd,Mortuary Mire,Land,0.0,2019,False,False,True,False,False,False,True,True,True,True,True,False,True,common,473.0,-1,-1
3f2877ac-195b-4397-89bd-0bee3220b2a4,Abzan Battle Priest,Creature — Human Cleric,4.0,2017,True,False,False,False,False,False,True,True,True,True,False,False,True,uncommon,3382.0,3,2
c41deea2-c12f-40cd-8fc4-47227c762f42,Fiery Mantle,Enchantment — Aura,2.0,1998,False,False,False,True,False,False,True,False,False,True,True,False,False,common,11507.0,-1,-1
1f4d6a3b-5880-447f-9095-84ea9e28e5a9,Dauthi Mercenary,Creature — Dauthi Knight Mercenary,3.0,2014,False,False,True,False,False,False,True,False,False,True,True,False,True,common,12768.0,2,1
0bf584fd-b13b-4f86-9c9a-fa6514255aba,Rakshasa Gravecaller,Creature — Cat Demon,5.0,2015,False,False,True,False,False,False,True,True,True,True,False,False,False,uncommon,9491.0,3,6
0f786a1d-4703-4bac-abba-632506d2726c,Leaping Master,Creature — Human Monk,2.0,2014,True,False,False,True,False,False,True,True,True,True,True,False,False,common,17876.0,2,1
7c850b94-75c9-4457-8b5e-1193352d6fcb,Soul-Guide Lantern,Artifact,1.0,2020,False,False,False,False,False,True,True,True,True,True,False,False,False,uncommon,3924.0,-1,-1
5e9925c5-98d5-4eb9-8aaa-a96b63a5812d,Sunblade Elf,Creature — Elf Warrior,1.0,2014,True,False,False,False,True,False,True,True,True,True,False,False,False,uncommon,12410.0,1,1
6822ef8f-ff27-410d-934f-c87baef03266,Dimir Guildmage,Creature — Human Wizard,2.0,2018,False,True,True,False,False,False,True,True,False,True,True,False,True,common,8581.0,2,2
166d21f0-4ac8-44a0-bdd6-ae5ba8faec71,Lapse of Certainty,Instant,3.0,2020,True,False,False,False,False,False,True,True,False,True,True,False,True,common,2531.0,-1,-1
543eb854-bac7-468f-b3b0-d9987cfac318,Dissenter's Deliverance,Instant,2.0,2017,False,False,False,False,True,False,True,True,True,True,True,False,False,common,8539.0,-1,-1
6bd1dd34-d480-4dfd-9f82-73c4e24a11fc,Redcap Melee,Instant,1.0,2019,False,False,False,True,False,True,True,True,True,True,False,False,False,uncommon,16572.0,-1,-1
3d866d26-b630-46d3-bcc2-b810c844cc89,Verity Circle,Enchantment,3.0,2019,False,True,False,False,False,True,True,True,True,True,False,False,False,rare,3278.0,-1,-1
9e796981-6344-45d4-af28-47da6a8b29f0,Three Visits,Sorcery,2.0,2009,False,False,False,False,True,False,True,False,False,True,True,False,True,common,3391.0,-1,-1
945c596e-492e-4cf5-857c-4ddbbdd78485,Shivan Emissary,Creature — Human Wizard,3.0,2000,False,False,True,True,False,False,True,False,False,True,False,False,False,uncommon,17920.0,1,1
9883e973-54c3-4bec-91d8-22f2829cdfa2,"Sekki, Seasons' Guide",Legendary Creature — Spirit,8.0,2005,False,False,False,False,True,False,True,True,False,True,False,False,False,rare,7227.0,0,0
f7294e40-11b3-4d5c-82d0-c8ec6bd3a6c9,"Mavren Fein, Dusk Apostle",Legendary Creature — Vampire Cleric,3.0,2017,True,False,False,False,False,False,True,True,True,True,False,False,False,rare,2303.0,2,2
11f68867-a46c-447f-9061-2bc4dbdde206,Order of Succession,Sorcery,4.0,2013,False,True,False,False,False,False,True,False,False,True,False,False,False,rare,6170.0,-1,-1
715a14a3-046e-45ca-b943-dd630e5202b7,Cry of the Carnarium,Sorcery,3.0,2019,False,False,True,False,False,True,True,True,True,True,False,False,False,uncommon,9192.0,-1,-1
dbbf00b3-2a1b-4ad3-8a5b-deec9e08a231,Stream of Acid,Sorcery,4.0,1999,False,False,True,False,False,False,True,False,False,True,False,False,False,uncommon,16481.0,-1,-1
d63f7944-5738-4a13-8f84-6813c188ac3a,Telekinesis,Instant,2.0,2007,False,True,False,False,False,False,True,False,False,True,True,True,True,common,18621.0,-1,-1
40e2f3a3-7f5f-4ddf-aadb-9ddfe0a9197c,Charmbreaker Devils,Creature — Devil,6.0,2017,False,False,False,True,False,False,True,True,False,True,False,False,True,rare,1244.0,4,4
42a4d090-1bb7-4334-ab22-e2527391e79b,Bake into a Pie,Instant,4.0,2019,False,False,True,False,False,True,True,True,True,True,True,False,False,common,6514.0,-1,-1
7e68f4df-88ce-4e09-a03c-7edf40bff167,Sevinne's Reclamation,Sorcery,3.0,2019,True,False,False,False,False,False,True,False,False,True,False,False,False,rare,3240.0,-1,-1
785d5a98-97b2-4a9e-83ee-2a74479add7b,Riftsweeper,Creature — Elf Shaman,2.0,2013,False,False,False,False,True,False,True,True,False,True,False,False,True,uncommon,2156.0,2,2
3a92d454-3f23-45bf-921f-25b0da4ce138,Planar Despair,Sorcery,5.0,2001,False,False,True,False,False,False,True,False,False,True,False,False,False,rare,17899.0,-1,-1
747dfb21-a00c-46ba-9da3-739f570e1246,Illusory Gains,Enchantment — Aura,5.0,2015,False,True,False,False,False,False,True,True,True,True,False,False,False,rare,9062.0,-1,-1
ea34a540-486b-42dc-993c-93698988d024,Vedalken Mastermind,Creature — Vedalken Wizard,2.0,2007,False,True,False,False,False,False,True,True,False,True,False,False,True,uncommon,7679.0,1,2
50210dd8-83c6-4e64-a488-f8e7fd85d992,Thalakos Seer,Creature — Thalakos Wizard,2.0,2015,False,True,False,False,False,False,True,False,False,True,True,False,True,common,5020.0,1,1
80137c9a-ea56-4dc7-a503-43fe192c8fce,Scholar of the Ages,Creature — Human Wizard,7.0,2019,False,True,False,False,False,True,True,True,True,True,False,False,False,uncommon,6384.0,3,3
f487a6a7-066a-49bb-ab76-d79fc4300c29,Pardic Lancer,Creature — Human Barbarian,5.0,2002,False,False,False,True,False,False,True,False,False,True,True,False,False,common,17268.0,3,2
ab414eb3-c53b-4805-85f1-2bbea321f261,Morbid Plunder,Sorcery,3.0,2011,False,False,True,False,False,False,True,True,False,True,True,False,True,common,11922.0,-1,-1
95b265bc-a94d-403b-8232-8fdfa0f8d9d5,Feint,Instant,1.0,1994,False,False,False,True,False,False,True,False,False,True,True,False,False,common,19545.0,-1,-1
d050c8b9-2b5a-4025-9886-73c418f4e22f,Chilling Shade,Snow Creature — Shade,3.0,2006,False,False,True,False,False,False,True,True,False,True,True,False,False,common,13927.0,1,1
8f973d6b-4a34-4b0e-b092-ead05bf2e535,Wandering Ones,Creature — Spirit,1.0,2004,False,True,False,False,False,False,True,True,False,True,True,False,False,common,17952.0,1,1
182864e2-81ef-41bc-94cd-b0ea67f60bda,Astral Cornucopia,Artifact,0.0,2018,False,False,False,False,False,False,True,True,True,True,False,False,True,rare,744.0,-1,-1
37bce60d-2cb0-4772-9f5c-122a7ed426a0,"Valakut, the Molten Pinnacle",Land,0.0,2009,False,False,False,True,False,False,True,True,False,True,False,False,False,rare,929.0,-1,-1
59960387-3adf-4b9a-b0e6-c441579f7388,Tracker's Instincts,Sorcery,2.0,2012,False,True,False,False,True,False,True,True,False,True,False,False,False,uncommon,11773.0,-1,-1
5b27cb5f-b2bf-4b26-a9b9-e2d75d9be8fa,Balduvian Rage,Instant,1.0,2020,False,False,False,True,False,False,True,True,False,True,False,False,True,uncommon,4011.0,-1,-1
c17dff9e-23f7-4b12-95e7-aa1c00ab3d18,Put Away,Instant,4.0,2008,False,True,False,False,False,False,True,True,False,True,True,False,False,common,12219.0,-1,-1
a1184362-9565-4ecd-b9cb-865b6c9a996b,Whiplash Trap,Instant — Trap,5.0,2014,False,True,False,False,False,False,True,True,False,True,True,False,True,common,10259.0,-1,-1
9acbdb64-fa26-4c77-b513-33e44ac86e20,Terramorphic Expanse,Land,0.0,2019,False,False,False,False,False,False,True,True,False,True,True,False,True,common,10.0,-1,-1
5b1a44f0-1db8-406a-b7d9-f883f947f7bd,"Davriel, Rogue Shadowmage",Legendary Planeswalker — Davriel,3.0,2019,False,False,True,False,False,True,True,True,True,True,False,False,False,uncommon,4890.0,-1,-1
6b038fbf-d8cc-48c2-a2b6-893c4b5c5f05,Renewing Touch,Sorcery,1.0,1999,False,False,False,False,True,False,True,False,False,True,False,False,True,uncommon,12221.0,-1,-1
561e1994-0b8d-436c-9934-41c486dc8ff8,Gift of Estates,Sorcery,2.0,2014,True,False,False,False,False,False,True,True,False,True,False,False,True,uncommon,2904.0,-1,-1
12fd561e-6a26-4140-a033-1204f5dda5f3,Balduvian War-Makers,Creature — Human Barbarian,5.0,1996,False,False,False,True,False,False,True,False,False,True,True,False,False,common,16613.0,3,3
4bcf9b52-d249-41e7-8ed1-ba9acc816f30,Reveillark,Creature — Elemental,5.0,2018,True,False,False,False,False,False,True,True,False,True,False,False,True,rare,524.0,4,3
8e5b8580-9198-4735-83c1-289400c1d814,Final Death,Instant,5.0,2020,False,False,True,False,False,True,True,True,True,True,True,False,False,common,13139.0,-1,-1
ec66f169-5cf9-4d7c-a5ab-c64fc4801358,Jaya's Greeting,Instant,2.0,2019,False,False,False,True,False,True,True,True,True,True,True,False,False,common,9647.0,-1,-1
db5460a0-1aae-45bf-a2aa-5b95fd29d06f,Shrivel,Sorcery,2.0,2015,False,False,True,False,False,False,True,True,True,True,True,False,True,common,15720.0,-1,-1
2d256cd0-6fe9-4905-9886-fb1457292db5,Sporemound,Creature — Fungus,5.0,2013,False,False,False,False,True,False,True,True,True,True,True,False,False,common,2343.0,3,3
e83d1ed5-3a49-4cfa-bad2-e342ef28649e,Psychogenic Probe,Artifact,2.0,2003,False,False,False,False,False,False,True,True,False,True,False,False,False,rare,12790.0,-1,-1
b2890cb5-7899-42f4-9686-a8b5ac796c23,Feral Abomination,Creature — Thrull,6.0,2019,False,False,True,False,False,True,True,True,True,True,True,False,True,common,12928.0,5,5
fe28de73-76f3-4a9e-a020-dbe5921b9be5,"Kethis, the Hidden Hand",Legendary Creature — Elf Advisor,3.0,2019,True,False,True,False,True,True,True,True,True,True,False,False,False,mythic,3891.0,3,4
