name,is_legendary,is_creature,is_instant,is_sorcery,is_land,is_enchantment,is_planeswalker,is_artifact,cmc,first_printing,last_printing,num_printings,is_id_white,is_id_blue,is_id_black,is_id_red,is_id_green,is_standard_legal,is_commander_legal,is_modern_legal,is_pioneer_legal,is_legacy_legal,is_pauper_legal,is_reserved,is_reprint,rarity,edhrec_rank,power,toughness,exp,price,set_enum,is_booster
Bellows Lizard,0,1,0,0,0,0,0,0,1.0,2012,2019,3.0,0,0,0,1,0,0,1,1,1,1,1,0,1,4,16102.0,1,1,0,0.01,1,1.0
Belltoll Dragon,0,1,0,0,0,0,0,0,6.0,2015,2015,1.0,0,1,0,0,0,0,1,1,1,1,0,0,0,3,9558.0,3,3,0,0.19,2,1.0
Belltower Sphinx,0,1,0,0,0,0,0,0,5.0,2005,2020,5.0,0,1,0,0,0,0,1,1,0,1,0,0,1,3,9536.0,2,2,0,0.11,7,1.0
Beloved Chaplain,0,1,0,0,0,0,0,0,2.0,2001,2001,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,10303.0,1,1,0,0.26,2,1.0
Beloved Princess,0,1,0,0,0,0,0,0,1.0,2019,2019,1.0,1,0,0,0,0,1,1,1,1,1,1,0,0,4,10654.0,1,1,0,0.06,2,1.0
"Ben-Ben, Akki Hermit",1,1,0,0,0,0,0,0,4.0,2004,2004,1.0,0,0,0,1,0,0,1,1,0,1,0,0,0,2,10888.0,1,1,0,0.49,2,1.0
Benalish Cavalry,0,1,0,0,0,0,0,0,2.0,2006,2006,1.0,1,0,0,0,0,0,1,1,0,1,1,0,0,4,13990.0,2,2,0,0.13,2,1.0
Benalish Commander,0,1,0,0,0,0,0,0,4.0,2007,2007,1.0,1,0,0,0,0,0,1,1,0,1,0,0,0,2,7734.0,-3,-3,1,1.05,2,1.0
Benalish Emissary,0,1,0,0,0,0,0,0,3.0,2000,2000,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,3,18031.0,1,1,0,0.13,2,1.0
Benalish Heralds,0,1,0,0,0,0,0,0,4.0,2000,2000,1.0,1,1,0,0,0,0,1,0,0,1,0,0,0,3,20080.0,2,2,0,0.2,2,1.0
Benalish Hero,0,1,0,0,0,0,0,0,1.0,1993,1997,9.0,1,0,0,0,0,0,1,0,0,1,1,0,1,4,14593.0,1,1,0,0.08,4,1.0
Benalish Honor Guard,0,1,0,0,0,0,0,0,2.0,2018,2018,1.0,1,0,0,0,0,0,1,1,1,1,1,0,0,4,11813.0,2,2,0,0.04,2,1.0
Benalish Infantry,0,1,0,0,0,0,0,0,3.0,1997,1997,1.0,1,0,0,0,0,0,1,0,0,1,1,0,0,4,16267.0,1,1,0,0.15,2,1.0
Benalish Knight,0,1,0,0,0,0,0,0,3.0,1997,2007,4.0,1,0,0,0,0,0,1,1,0,1,1,0,1,4,11886.0,2,2,0,0.12,1,1.0
Benalish Lancer,0,1,0,0,0,0,0,0,3.0,2000,2011,2.0,1,0,0,0,0,0,1,0,0,1,1,0,1,4,17294.0,2,2,0,0.09,6,0.0
Benalish Marshal,0,1,0,0,0,0,0,0,3.0,2018,2018,4.0,1,0,0,0,0,0,1,1,1,1,0,0,0,2,2559.0,3,3,0,0.36,2,1.0
Benalish Missionary,0,1,0,0,0,0,0,0,1.0,1997,1997,1.0,1,0,0,0,0,0,1,0,0,1,1,0,0,4,16443.0,1,1,0,0.12,2,1.0
Benalish Trapper,0,1,0,0,0,0,0,0,2.0,2000,2000,1.0,1,0,0,0,0,0,1,0,0,1,1,0,1,4,16186.0,1,1,0,0.09,4,1.0
Benalish Veteran,0,1,0,0,0,0,0,0,3.0,2011,2011,1.0,1,0,0,0,0,0,1,1,0,1,1,0,0,4,19198.0,2,2,0,0.07,1,1.0
Bend or Break,0,0,0,1,0,0,0,0,4.0,2000,2000,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,9893.0,-5,-5,0,0.41,2,1.0
Beneath the Sands,0,0,0,1,0,0,0,0,3.0,2017,2019,2.0,0,0,0,0,1,0,1,1,1,1,1,0,0,4,4561.0,-5,-5,0,0.12,2,1.0
Benediction of Moons,0,0,0,1,0,0,0,0,1.0,2006,2006,1.0,1,0,0,0,0,0,1,1,0,1,1,0,0,4,17185.0,-5,-5,0,0.1,2,1.0
Benefaction of Rhonas,0,0,0,1,0,0,0,0,3.0,2017,2017,1.0,0,0,0,0,1,0,1,1,1,1,1,0,0,4,8772.0,-5,-5,0,0.04,2,1.0
Benefactor's Draught,0,0,1,0,0,0,0,0,2.0,2016,2016,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,2969.0,-5,-5,1,6.6,3,0.0
Benevolent Ancestor,0,1,0,0,0,0,0,0,3.0,2005,2019,3.0,1,0,0,0,0,0,1,1,0,1,1,0,1,4,15504.0,0,0,0,0.04,4,1.0
Benevolent Bodyguard,0,1,0,0,0,0,0,0,1.0,2002,2016,2.0,1,0,0,0,0,0,1,0,0,1,1,0,1,4,6285.0,1,1,0,0.13,4,1.0
Benevolent Offering,0,0,1,0,0,0,0,0,4.0,2014,2014,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,3963.0,-5,-5,1,1.22,3,0.0
Benevolent Unicorn,0,1,0,0,0,0,0,0,2.0,1996,1996,1.0,1,0,0,0,0,0,1,0,0,1,1,0,0,4,15885.0,1,1,0,0.15,2,1.0
Benthic Behemoth,0,1,0,0,0,0,0,0,8.0,1997,2001,2.0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,9537.0,7,7,0,0.53,1,1.0
Benthic Biomancer,0,1,0,0,0,0,0,0,1.0,2019,2019,3.0,0,1,0,0,0,0,1,1,1,1,0,0,0,2,5073.0,1,1,0,0.4,2,1.0
Benthic Djinn,0,1,0,0,0,0,0,0,4.0,1996,1996,1.0,0,1,1,0,0,0,1,0,0,1,0,1,0,2,20081.0,5,5,0,0.47,2,1.0
Benthic Explorers,0,1,0,0,0,0,0,0,4.0,1996,1996,2.0,0,1,0,0,0,0,1,0,0,1,1,0,1,4,15639.0,2,2,0,0.2,4,1.0
Benthic Giant,0,1,0,0,0,0,0,0,6.0,2013,2019,3.0,0,1,0,0,0,0,1,1,1,1,1,0,1,4,15139.0,4,4,0,0.03,7,1.0
Benthic Infiltrator,0,1,0,0,0,0,0,0,3.0,2015,2019,2.0,0,1,0,0,0,0,1,1,1,1,1,0,0,4,7712.0,1,1,0,0.11,2,1.0
Benthicore,0,1,0,0,0,0,0,0,7.0,2007,2007,1.0,0,1,0,0,0,0,1,1,0,1,0,0,0,3,13182.0,5,5,0,0.17,2,1.0
Bequeathal,0,0,0,0,0,1,0,0,1.0,1998,1998,1.0,0,0,0,0,1,0,1,0,0,1,1,0,0,4,10655.0,-5,-5,0,0.24,2,1.0
Bereavement,0,0,0,0,0,1,0,0,2.0,1998,2001,2.0,0,0,1,0,0,0,1,0,0,1,0,0,1,3,15886.0,-5,-5,0,0.16,1,1.0
Berserk,0,0,1,0,0,0,0,0,1.0,1993,2016,5.0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,2917.0,-5,-5,1,23.15,7,1.0
Berserk Murlodont,0,1,0,0,0,0,0,0,5.0,2003,2003,1.0,0,0,0,0,1,0,1,0,0,1,1,0,0,4,16444.0,3,3,0,0.11,2,1.0
Berserkers of Blood Ridge,0,1,0,0,0,0,0,0,5.0,2009,2010,2.0,0,0,0,1,0,0,1,1,0,1,1,0,1,4,18431.0,4,4,0,0.04,1,1.0
Berserkers' Onslaught,0,0,0,0,0,1,0,0,5.0,2015,2015,1.0,0,0,0,1,0,0,1,1,1,1,0,0,0,2,1859.0,-5,-5,1,1.34,2,1.0
Beseech the Queen,0,0,0,1,0,0,0,0,6.0,2008,2020,4.0,0,0,1,0,0,0,1,1,0,1,0,0,1,3,973.0,-5,-5,1,6.63,4,1.0
Besmirch,0,0,0,1,0,0,0,0,3.0,2016,2016,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,5599.0,-5,-5,0,0.3,7,1.0
Bestial Fury,0,0,0,0,0,1,0,0,3.0,1996,1996,2.0,0,0,0,1,0,0,1,0,0,1,1,0,1,4,12163.0,-5,-5,0,0.08,4,1.0
Bestial Menace,0,0,0,1,0,0,0,0,5.0,2010,2019,4.0,0,0,0,0,1,0,1,1,0,1,0,0,1,3,9960.0,-5,-5,0,0.09,4,1.0
Betrayal,0,0,0,0,0,1,0,0,1.0,1997,1997,1.0,0,1,0,0,0,0,1,0,0,1,1,0,0,4,10352.0,-5,-5,0,0.19,2,1.0
Betrayal of Flesh,0,0,1,0,0,0,0,0,6.0,2003,2006,3.0,0,0,1,0,0,0,1,1,0,1,0,0,0,3,11887.0,-5,-5,0,0.23,2,1.0
Betrothed of Fire,0,0,0,0,0,1,0,0,2.0,1997,1997,1.0,0,0,0,1,0,0,1,0,0,1,1,0,0,4,9577.0,-5,-5,0,0.15,2,1.0
Bewilder,0,0,1,0,0,0,0,0,3.0,2006,2019,3.0,0,1,0,0,0,0,1,1,0,1,1,0,1,4,17917.0,-5,-5,0,0.02,4,1.0
Beyeen Veil // Beyeen Coast,0,0,1,0,1,0,0,0,2.0,2020,2020,1.0,0,1,0,0,0,1,1,1,1,1,0,0,0,3,19031.0,-5,-5,0,0.18,2,1.0
Bident of Thassa,1,0,0,0,0,1,0,1,4.0,2013,2018,4.0,0,1,0,0,0,0,1,1,1,1,0,0,1,2,309.0,-5,-5,1,1.12,4,1.0
Bifurcate,0,0,0,1,0,0,0,0,4.0,1999,1999,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,14952.0,-5,-5,0,0.45,2,1.0
Big Game Hunter,0,1,0,0,0,0,0,0,3.0,2007,2019,2.0,0,0,1,0,0,0,1,1,0,1,0,0,1,3,1921.0,1,1,0,0.21,3,0.0
Bile Blight,0,0,1,0,0,0,0,0,2.0,2014,2014,2.0,0,0,1,0,0,0,1,1,1,1,0,0,0,3,8425.0,-5,-5,0,0.14,2,1.0
Bile Urchin,0,1,0,0,0,0,0,0,1.0,2005,2005,1.0,0,0,1,0,0,0,1,1,0,1,1,0,0,4,11011.0,1,1,0,0.17,2,1.0
Bind,0,0,1,0,0,0,0,0,2.0,2000,2000,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,9245.0,-5,-5,1,1.2,2,1.0
Binding Agony,0,0,0,0,0,1,0,0,2.0,1996,1996,1.0,0,0,1,0,0,0,1,0,0,1,1,0,0,4,14428.0,-5,-5,0,0.11,2,1.0
Binding Grasp,0,0,0,0,0,1,0,0,4.0,1995,2006,3.0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,13825.0,-5,-5,0,0.1,4,1.0
Binding Mummy,0,1,0,0,0,0,0,0,2.0,2017,2017,1.0,1,0,0,0,0,0,1,1,1,1,1,0,0,4,5927.0,2,2,0,0.1,2,1.0
Bioessence Hydra,0,1,0,0,0,0,0,0,5.0,2019,2019,2.0,0,1,0,0,1,0,1,1,1,1,0,0,0,2,5625.0,4,4,0,0.19,2,1.0
Biogenic Ooze,0,1,0,0,0,0,0,0,5.0,2019,2019,2.0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,4261.0,2,2,1,2.4,2,1.0
Biogenic Upgrade,0,0,0,1,0,0,0,0,6.0,2019,2019,1.0,0,0,0,0,1,0,1,1,1,1,0,0,0,3,3736.0,-5,-5,0,0.11,2,1.0
Biomancer's Familiar,0,1,0,0,0,0,0,0,2.0,2019,2019,2.0,0,1,0,0,1,0,1,1,1,1,0,0,0,2,1731.0,2,2,0,0.55,2,1.0
Biomantic Mastery,0,0,0,1,0,0,0,0,7.0,2006,2015,2.0,0,1,0,0,1,0,1,1,0,1,0,0,1,2,6708.0,-5,-5,0,0.33,3,0.0
Biomass Mutation,0,0,1,0,0,0,0,0,2.0,2013,2019,2.0,0,1,0,0,1,0,1,1,1,1,0,0,1,2,3346.0,-5,-5,0,0.21,3,0.0
Bioplasm,0,1,0,0,0,0,0,0,5.0,2006,2006,1.0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,13688.0,4,4,0,0.21,2,1.0
Biorhythm,0,0,0,1,0,0,0,0,8.0,2002,2005,2.0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,20000.0,-5,-5,1,1.42,1,1.0
Bioshift,0,0,1,0,0,0,0,0,1.0,2013,2013,1.0,0,1,0,0,1,0,1,1,1,1,1,0,0,4,5423.0,-5,-5,0,0.17,2,1.0
Biovisionary,0,1,0,0,0,0,0,0,3.0,2013,2013,1.0,0,1,0,0,1,0,1,1,1,1,0,0,0,2,4830.0,2,2,0,0.4,2,1.0
Birchlore Rangers,0,1,0,0,0,0,0,0,1.0,2002,2005,3.0,0,0,0,0,1,0,1,0,0,1,1,0,0,4,4661.0,1,1,0,0.31,2,1.0
Bird Maiden,0,1,0,0,0,0,0,0,3.0,1993,1997,6.0,0,0,0,1,0,0,1,0,0,1,1,0,1,4,18868.0,1,1,0,0.11,4,1.0
Birds of Paradise,0,1,0,0,0,0,0,0,1.0,1993,2020,23.0,0,0,0,0,1,0,1,1,0,1,0,0,1,2,58.0,0,0,1,6.98,7,1.0
Birthing Boughs,0,0,0,0,0,0,0,1,3.0,2019,2019,1.0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,3971.0,-5,-5,0,0.18,7,1.0
Birthing Hulk,0,1,0,0,0,0,0,0,7.0,2016,2016,1.0,0,0,0,0,1,0,1,1,1,1,0,0,0,3,8998.0,5,5,0,0.08,2,1.0
Birthing Pod,0,0,0,0,0,0,0,1,4.0,2011,2020,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,530.0,-5,-5,1,16.57,2,1.0
Bishop of Binding,0,1,0,0,0,0,0,0,4.0,2018,2018,2.0,1,0,0,0,0,0,1,1,1,1,0,0,0,2,7039.0,1,1,0,0.25,2,1.0
Bishop of Rebirth,0,1,0,0,0,0,0,0,5.0,2017,2017,3.0,1,0,0,0,0,0,1,1,1,1,0,0,0,2,3194.0,3,3,0,0.33,2,1.0
Bishop of Wings,0,1,0,0,0,0,0,0,2.0,2019,2019,3.0,1,0,0,0,0,0,1,1,1,1,0,0,0,2,5010.0,1,1,0,0.77,1,1.0
Bishop of the Bloodstained,0,1,0,0,0,0,0,0,5.0,2017,2017,1.0,0,0,1,0,0,0,1,1,1,1,0,0,0,3,7009.0,3,3,0,0.1,2,1.0
Bishop's Soldier,0,1,0,0,0,0,0,0,2.0,2017,2017,1.0,1,0,0,0,0,0,1,1,1,1,1,0,0,4,8299.0,2,2,0,0.09,2,1.0
Bite of the Black Rose,0,0,0,1,0,0,0,0,4.0,2014,2014,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,3,7219.0,-5,-5,0,0.17,7,1.0
Biting Rain,0,0,0,1,0,0,0,0,4.0,2016,2016,1.0,0,0,1,0,0,0,1,1,1,1,0,0,0,3,5115.0,-5,-5,0,0.2,2,1.0
Biting Tether,0,0,0,0,0,1,0,0,5.0,2008,2008,1.0,0,1,0,0,0,0,1,1,0,1,0,0,0,3,13826.0,-5,-5,0,0.1,2,1.0
Bitter Feud,0,0,0,0,0,1,0,0,5.0,2014,2018,2.0,0,0,0,1,0,0,1,0,0,1,0,0,1,2,4540.0,-5,-5,0,0.46,3,0.0
Bitter Ordeal,0,0,0,1,0,0,0,0,3.0,2007,2007,1.0,0,0,1,0,0,0,1,1,0,1,0,0,0,2,4867.0,-5,-5,1,14.06,2,1.0
Bitter Revelation,0,0,0,1,0,0,0,0,4.0,2014,2019,2.0,0,0,1,0,0,0,1,1,1,1,1,0,0,4,8463.0,-5,-5,0,0.07,2,1.0
Bitterblade Warrior,0,1,0,0,0,0,0,0,2.0,2017,2019,2.0,0,0,0,0,1,0,1,1,1,1,1,0,0,4,13957.0,2,2,0,0.05,2,1.0
Bitterblossom,0,0,0,0,0,1,0,0,2.0,2008,2019,6.0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,916.0,-5,-5,1,29.18,4,1.0
Bitterbow Sharpshooters,0,1,0,0,0,0,0,0,5.0,2017,2019,2.0,0,0,0,0,1,0,1,1,1,1,1,0,0,4,14229.0,4,4,0,0.04,2,1.0
Bitterheart Witch,0,1,0,0,0,0,0,0,5.0,2011,2011,1.0,0,0,1,0,0,0,1,1,0,1,0,0,0,3,6058.0,1,1,0,0.16,2,1.0
Black Carriage,0,1,0,0,0,0,0,0,5.0,1995,1995,1.0,0,0,1,0,0,0,1,0,0,1,0,1,0,2,17549.0,4,4,0,0.56,2,1.0
Black Cat,0,1,0,0,0,0,0,0,2.0,2012,2020,4.0,0,0,1,0,0,0,1,1,1,1,1,0,1,4,7265.0,1,1,0,0.11,7,1.0
Black Knight,0,1,0,0,0,0,0,0,2.0,1993,2019,14.0,0,0,1,0,0,0,1,1,0,1,0,0,1,3,7451.0,2,2,0,0.14,4,1.0
Black Lotus,0,0,0,0,0,0,0,1,0.0,1993,1993,3.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,20236.0,-5,-5,1,8066.66,4,1.0
Black Mana Battery,0,0,0,0,0,0,0,1,4.0,1994,1995,4.0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,13483.0,-5,-5,0,0.43,1,1.0
Black Market,0,0,0,0,0,1,0,0,5.0,1999,2020,5.0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,421.0,-5,-5,1,4.4,7,1.0
Black Oak of Odunos,0,1,0,0,0,0,0,0,3.0,2014,2014,1.0,0,0,1,0,0,0,1,1,1,1,0,0,0,3,12035.0,0,0,0,0.13,2,1.0
Black Poplar Shaman,0,1,0,0,0,0,0,0,3.0,2007,2007,1.0,0,0,1,0,0,0,1,1,0,1,1,0,0,4,8400.0,1,1,0,0.15,2,1.0
Black Scarab,0,0,0,0,0,1,0,0,1.0,1995,1995,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,13072.0,-5,-5,0,0.19,2,1.0
Black Sun's Zenith,0,0,0,1,0,0,0,0,2.0,2011,2014,3.0,0,0,1,0,0,0,1,1,0,1,0,0,1,2,618.0,-5,-5,1,4.75,3,0.0
Black Vise,0,0,0,0,0,0,0,1,1.0,1993,2016,10.0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,7133.0,-5,-5,0,0.41,4,1.0
Black Ward,0,0,0,0,0,1,0,0,1.0,1993,1995,8.0,1,0,0,0,0,0,1,0,0,1,0,0,1,3,12969.0,-5,-5,0,0.15,1,1.0
Blackblade Reforged,1,0,0,0,0,0,0,1,2.0,2018,2019,4.0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,390.0,-5,-5,1,1.61,2,1.0
Blackbloom Rogue // Blackbloom Bog,0,1,0,0,1,0,0,0,3.0,2020,2020,1.0,0,0,1,0,0,1,1,1,1,1,0,0,0,3,16353.0,-5,-5,0,0.26,2,1.0
Blackcleave Cliffs,0,0,0,0,1,0,0,0,0.0,2010,2020,2.0,0,0,1,1,0,0,1,1,0,1,0,0,0,2,3648.0,-5,-5,1,21.9,2,1.0
Blackcleave Goblin,0,1,0,0,0,0,0,0,4.0,2010,2010,1.0,0,0,1,0,0,0,1,1,0,1,1,0,0,4,7159.0,2,2,0,0.16,2,1.0
Blacklance Paragon,0,1,0,0,0,0,0,0,2.0,2019,2019,4.0,0,0,1,0,0,1,1,1,1,1,0,0,0,2,6413.0,3,3,0,0.22,2,1.0
Blackmail,0,0,0,1,0,0,0,0,1.0,2002,2005,2.0,0,0,1,0,0,0,1,1,0,1,0,0,1,3,10776.0,-5,-5,0,0.86,1,1.0
Blade Banish,0,0,1,0,0,0,0,0,4.0,2020,2020,1.0,1,0,0,0,0,1,1,1,1,1,1,0,0,4,15081.0,-5,-5,0,0.02,2,1.0
Blade Instructor,0,1,0,0,0,0,0,0,3.0,2018,2019,2.0,1,0,0,0,0,0,1,1,1,1,1,0,0,4,11626.0,3,3,0,0.04,2,1.0
Blade Juggler,0,1,0,0,0,0,0,0,5.0,2019,2019,1.0,0,0,1,0,0,0,1,1,1,1,1,0,0,4,11534.0,3,3,0,0.04,2,1.0
Blade Sliver,0,1,0,0,0,0,0,0,3.0,2003,2005,5.0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,7735.0,2,2,0,0.74,2,1.0
Blade Splicer,0,1,0,0,0,0,0,0,3.0,2011,2020,3.0,1,0,0,0,0,0,1,1,0,1,0,0,1,2,4971.0,1,1,0,0.27,4,1.0
Blade of Selves,0,0,0,0,0,0,0,1,2.0,2015,2018,2.0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1453.0,-5,-5,1,12.39,3,0.0
Blade of the Bloodchief,0,0,0,0,0,0,0,1,1.0,2009,2017,2.0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,1588.0,-5,-5,1,1.98,3,0.0
Blade of the Sixth Pride,0,1,0,0,0,0,0,0,2.0,2007,2007,1.0,1,0,0,0,0,0,1,1,0,1,1,0,0,4,10656.0,3,3,0,0.12,2,1.0
Blade-Tribe Berserkers,0,1,0,0,0,0,0,0,4.0,2010,2010,1.0,0,0,0,1,0,0,1,1,0,1,1,0,0,4,18032.0,3,3,0,0.1,2,1.0
Bladeback Sliver,0,1,0,0,0,0,0,0,2.0,2019,2019,1.0,0,0,0,1,0,0,1,1,0,1,1,0,0,4,10540.0,2,2,0,0.07,7,1.0
Bladebrand,0,0,1,0,0,0,0,0,2.0,2019,2019,3.0,0,0,1,0,0,0,1,1,1,1,1,0,1,4,8284.0,-5,-5,0,0.03,1,1.0
Bladed Bracers,0,0,0,0,0,0,0,1,1.0,2012,2012,1.0,0,0,0,0,0,0,1,1,0,1,1,0,0,4,9500.0,-5,-5,0,0.1,2,1.0
Bladed Pinions,0,0,0,0,0,0,0,1,2.0,2010,2010,1.0,0,0,0,0,0,0,1,1,0,1,1,0,0,4,6488.0,-5,-5,0,0.16,2,1.0
Bladed Sentinel,0,1,0,0,0,0,0,1,4.0,2011,2011,1.0,1,0,0,0,0,0,1,1,0,1,1,0,0,4,19361.0,2,2,0,0.06,2,1.0
Blademane Baku,0,1,0,0,0,0,0,0,2.0,2005,2005,4.0,0,0,0,1,0,0,1,1,0,1,1,0,0,4,15887.0,1,1,0,0.08,2,1.0
Blades of Velis Vel,0,0,1,0,0,0,0,0,2.0,2007,2019,3.0,0,0,0,1,0,0,1,1,0,1,1,0,1,4,8657.0,-5,-5,0,0.09,4,1.0
Bladetusk Boar,0,1,0,0,0,0,0,0,4.0,2009,2014,3.0,0,0,0,1,0,0,1,1,1,1,1,0,1,4,15425.0,3,3,0,0.03,2,1.0
Bladewing the Risen,1,1,0,0,0,0,0,0,7.0,2003,2019,7.0,0,0,1,1,0,0,1,0,0,1,0,0,1,3,1572.0,4,4,0,0.4,4,1.0
Bladewing's Thrall,0,1,0,0,0,0,0,0,4.0,2003,2017,2.0,0,0,1,0,0,0,1,0,0,1,0,0,1,3,9301.0,3,3,0,0.12,4,1.0
Blanchwood Armor,0,0,0,0,0,1,0,0,3.0,1998,2019,10.0,0,0,0,0,1,0,1,1,1,1,0,0,1,3,4056.0,-5,-5,0,0.13,1,1.0
Blanchwood Treefolk,0,1,0,0,0,0,0,0,5.0,1998,1998,1.0,0,0,0,0,1,0,1,0,0,1,1,0,0,4,17419.0,4,4,0,0.12,2,1.0
Blanket of Night,0,0,0,0,0,1,0,0,3.0,1997,1997,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,3,9749.0,-5,-5,0,0.39,2,1.0
Blaring Captain,0,1,0,0,0,0,0,0,4.0,2018,2018,2.0,0,0,1,0,0,0,1,0,0,1,0,0,0,3,6920.0,2,2,0,0.11,7,1.0
Blaring Recruiter,0,1,0,0,0,0,0,0,4.0,2018,2018,2.0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,7018.0,2,2,0,0.13,7,1.0
Blasphemous Act,0,0,0,1,0,0,0,0,9.0,2011,2020,6.0,0,0,0,1,0,0,1,1,0,1,0,0,1,2,67.0,-5,-5,1,3.99,4,1.0
Blast Zone,0,0,0,0,1,0,0,0,0.0,2019,2019,3.0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,764.0,-5,-5,1,3.23,2,1.0
Blast of Genius,0,0,0,1,0,0,0,0,6.0,2013,2018,2.0,0,1,0,1,0,0,1,1,1,1,0,0,1,3,7332.0,-5,-5,0,0.06,4,1.0
Blasted Landscape,0,0,0,0,1,0,0,0,0.0,1998,2019,4.0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,2004.0,-5,-5,1,1.02,3,0.0
Blaster Mage,0,1,0,0,0,0,0,0,3.0,1999,1999,1.0,0,0,0,1,0,0,1,0,0,1,1,0,0,4,19716.0,2,2,0,0.08,2,1.0
Blastfire Bolt,0,0,1,0,0,0,0,0,6.0,2014,2019,2.0,0,0,0,1,0,0,1,1,1,1,1,0,0,4,15360.0,-5,-5,0,0.08,1,1.0
Blasting Station,0,0,0,0,0,0,0,1,3.0,2004,2020,2.0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,1850.0,-5,-5,1,2.98,2,1.0
Blastoderm,0,1,0,0,0,0,0,0,4.0,2000,2019,5.0,0,0,0,0,1,0,1,0,0,1,1,0,1,4,16661.0,5,5,0,0.14,6,0.0
Blatant Thievery,0,0,0,1,0,0,0,0,7.0,2002,2017,3.0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,1029.0,-5,-5,1,3.14,3,0.0
Blaze,0,0,0,1,0,0,0,0,1.0,1997,2018,13.0,0,0,0,1,0,0,1,1,0,1,0,0,1,3,6621.0,-5,-5,0,0.09,7,1.0
Blaze Commando,0,1,0,0,0,0,0,0,5.0,2013,2013,1.0,1,0,0,1,0,0,1,1,1,1,0,0,0,3,8012.0,5,5,0,0.11,2,1.0
Blaze of Glory,0,0,1,0,0,0,0,0,1.0,1993,1993,3.0,1,0,0,0,0,0,1,0,0,1,0,1,1,3,16753.0,-5,-5,1,49.2,4,1.0
Blazethorn Scarecrow,0,1,0,0,0,0,0,1,5.0,2008,2008,1.0,0,0,0,0,0,0,1,1,0,1,1,0,0,4,9021.0,3,3,0,0.21,2,1.0
Blazing Archon,0,1,0,0,0,0,0,0,9.0,2005,2016,3.0,1,0,0,0,0,0,1,1,0,1,0,0,1,2,2174.0,5,5,1,2.02,3,0.0
Blazing Blade Askari,0,1,0,0,0,0,0,0,3.0,2006,2006,1.0,0,0,0,1,0,0,1,1,0,1,1,0,0,4,18589.0,2,2,0,0.07,2,1.0
Blazing Effigy,0,1,0,0,0,0,0,0,2.0,1994,1994,1.0,0,0,0,1,0,0,1,0,0,1,1,0,0,4,18432.0,0,0,0,0.28,2,1.0
Blazing Hellhound,0,1,0,0,0,0,0,0,4.0,2015,2015,1.0,0,0,1,1,0,0,1,1,1,1,0,0,0,3,13732.0,4,4,0,0.07,1,1.0
Blazing Hope,0,0,1,0,0,0,0,0,1.0,2018,2018,1.0,1,0,0,0,0,0,1,1,1,1,0,0,0,3,14900.0,-5,-5,0,0.08,2,1.0
Blazing Salvo,0,0,1,0,0,0,0,0,1.0,2001,2013,2.0,0,0,0,1,0,0,1,0,0,1,1,0,1,4,11447.0,-5,-5,0,0.17,6,0.0
Blazing Shoal,0,0,1,0,0,0,0,0,2.0,2005,2005,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,9132.0,-5,-5,1,1.53,2,1.0
Blazing Specter,0,1,0,0,0,0,0,0,4.0,2000,2011,2.0,0,0,1,1,0,0,1,0,0,1,0,0,1,3,8488.0,2,2,0,0.34,4,1.0
Blazing Torch,0,0,0,0,0,0,0,1,1.0,2009,2011,2.0,0,0,0,0,0,0,1,1,0,1,1,0,1,4,10946.0,-5,-5,0,0.09,2,1.0
Blazing Volley,0,0,0,1,0,0,0,0,1.0,2017,2020,3.0,0,0,0,1,0,1,1,1,1,1,1,0,1,4,6650.0,-5,-5,0,0.03,2,1.0
